Structure [idcode]	Molecule Name	_SMILES	_CXSMILES_Data	Stereo Centers	cLogP	H-Acceptors	H-Donors	Stereo Centers 2
fnsqa@BVbXmPXfPcHhheEMYeDeiFRxjJXHJJZZYXX@@ !BGvV{UIg_?`@_YQ}eGqhXKIg_TqaeXERDwzYeXBpXGqiSFOx@FfA`YQ|ZFf@	PV-008524462961	CN1C(C(=O)NC2=CN(S(C)(=O)=O)C=C2)=CC2=CC=CC(Br)=C21		0	1.2096	6	1	0
ffcAb@FRT@HrQIZIQ[JQPiDixIZuUTuUP@T@@@ !B^HnVPA@jDBjVP@JHDEW}bN[s^KS}bAAUDETBbJd?^Hl@?ovH@h`BbOvH	Z5268314481	CCOC1(C(=O)OCC2(C3=CC=CC=C3)CC2)CCSCC1		0	2.6981	3	0	0
ffcIB@LZCUP@cIEEdhiXdleEbg`ekSMTuUUUT@@ !Bm?vYpKmTL[~?ScF??Xb@L[}N_?xBbOvH@OxBb@JH@OxBb@JHbOtBb@JH	Z5182219475	CC(C)CC1=NC(C(=O)N2CCN(CC3CNC3)CC2)=CS1		0	1.5185	5	1	0
fcIb@BTuyTZ`bLbbVTbebrTtTRTQJBevXutmUMUSAAETP@@ !Bzun?miX?{X?wwXf?XFU?p]wwaERfwvAenrm`YVAeim~{JvAeim~DUEMgXFU`YRqgaES~_xQT	PV-008548799854	CC1=CC2=C(OCC2)C(C(=O)NCCN(C)C(=O)C2(N3C=C(Cl)C=N3)CC2)=C1		0	2.4126	7	1	0
fakPr@GU`aUl}@DYIHXddhXXlheiFCFkUhHJFjijI@@ !Bb@Jw?PJw?Xc}mpC~?X`BmpJw?Xc}mpC~_?xBmr@EAU|EWpU_}D]omRMWGg}G|p	Z7629916591	O=C(C1=CC(S(=O)(=O)CCO)=CC=C1)N1CC(C2=CC(O)=NO2)C1		0	0.6006	8	2	0
ek`RDD@BJCBmD`I@zPrJJIJXsQYJIYQIY`SbPji[ZejjZjij@BU@@@ !BXAjfpHPkTqa`Ff@ZKAbDJ?x@YVATaM~fJ{meXBn{J{lknz[_otzw?\wOwyeeGrnDwyg_fRnDwyd	Z7607704099	CN(CCCC1=CC(C2=CC=C(F)C=C2)=NO1)C(=O)C1=CN2C=CC=C(F)C2=N1		0	3.0801	6	0	0
fluhB@DDEXHHaIegyWVbTMZJYijjjjj`@@ !BwzZ{J|wPmpJ?LPJHs|tBbOvH@OxBb@JH@OxBb@JHA{QxmAAU	Z5226060360	CN1C=C(CN2CCN(CC3(N)CC3)CC2)C(Cl)=N1		0	-0.3702	5	1	0
flupa@HLxJH@`HPeKlntj~BBezMKMMUUUP@@ !BQY|@wfacJf~`QRiovHp@wfacDBk}b@C~ec|Bb@JHec|@?aAU	Z5057616526	CSCC1(C2=NC(C3=CSN=C3)=NO2)CCOCC1		0	1.6484	5	0	0
fewI@@DV}DFQQJIIQZJIqQIZQk^Jt\vhHIFjhD@h@@ !BJ{o_iah_YVC@fRn{YV@ZGqh_KA`_Fbn{Tq`@?ox@YuLZGvAeTv_~_x`BKF^H?Xc}b@H	PV-003362478082	CC1=NNC(C)=C1CNC(=O)C1=CC=C(N2C=CC3=CC=CC=C32)C=C1		0	2.7077	5	2	0
fcopP@D^rAR}yEEEDeDllicDeeIVM{hvjBhJJjjih`@@ !B_[]??`Jw_[]}b@C~_[]??g?~@h`BmpJw_X`@?gvwA{S~@Oy?A{QoUYY@A{PGmIY@jTAoJgbt	Z5215902689	CC(C)OC1=CN=CC=C1C(=O)N1CCC(CN2CCC(C(=O)O)CC2)CC1		0	0.9549	7	1	0
fncq``LB]ABPAAYBl`vPrRPiIJJIJJVQw`iVjjjUZjj@@ !BaBn{UBn{UHPZGuRDFa}TaAh_f\B@LUMgXFVH@mKPKF]??oy?FBq??oy?\X@	Z3643035178	CC1=C(CCNS(=O)(=O)CCN2C=CN=C2)C(C(F)(F)F)=CO1		0	1.4921	6	1	0
ffcpa@BNkKPLRLadTTRbfblrbvXjUdy``jF`HKH@@ !B@hc}b@C~_?xBb@JH?[_}bOvH@OxBmw?~@hc}bOvw_?xBmw?~?[_}m?vw	PV-009100460771	N#CC1=C(F)C(C(=O)N2CCOC3=C2C(Br)=CC=C3)=NC=C1		0	2.6616	5	0	0
fewX`@JBeGMPHRY[Yn]}evDhLZmGMj@HjjjZjI`@@ !B@hc}b@C~_?xBmpJH@Ox@?ovH@h`Bmw?~@h`@?ovH?X`BbOvHot{RtIg@nuQN`Gd`gsh	Z3391738675	COC(=O)C1=NC(C)=C(C)N=C1N1CCN(C2=CC(C3CC3)=NN2)CC1		0	1.4554	8	1	0
fcopP@JRVAGmyEDhdeEdedhiDdYF\F^vhH@@bjjk``@@ !B@hc}b@C~_?xBmpJH_?x@?`C~?[_}b@JH_?y??`C~?X`BbG?~^HnVPG?~?`C~_q@jDBi??iY@	Z4870389700	CC(C)(C#N)C1=CC=C(COC(=O)C2=CN=C(OC3CCOCC3)C=N2)C=C1		0	2.5435	7	0	0
fnspS@L\SA@X`BFAF`cIIBhdeHdiBcIJM[IUjfjjejih@@ !BGvU`FfU`Fa}TaFAeTv]TaOy?KF^svOCBrDNDJyg_zrut]KOXf]~DJ{~I|i@	Z6696901451	CN(C)S(=O)(=O)C1(CNS(=O)(=O)C2=NC3=C(CCCC3)S2)CC1		0	1.619	7	1	0
fcoi@@DZM[HLbbbRTVRrTQbtRPmFlo[UUSMUUT@E@@@ !B@OxBb@Jw?X`@?`Jw@h`BbH@qs\|@?j[_aBlBbCF?@hb?Sh@q@hc}b@C~?X`BbG?~?Xc}bG?~	Z4405462209	CC(C)N1C=C(CC(=O)N2CCN(CCN(C)CC3=CC=CC=C3)CC2)C=N1		0	1.365	6	0	0
ek`VLH@BNAC@jmLc`ICHhhdhkMEeECDddfINANamchHJIjjffjhV@@@ !Bb@JH?_x@im~H@h`B`CFDJ?x@?`BH@k\B?`Bw?_x@?`Bw@h`Bm?w~@F\lFBpZXFU`?X`Bb@JH?X`	PV-008011363832	CN(CCN(C)C(=O)C1=CC2=C(CCOC2)N1)C(=O)C1=CC2=C(NN=N2)C(F)=C1		0	0.0844	9	2	0
ffcY@@DXEYpPYEDeEEDeEDWCAlzJVjBRFbjb`@@ !B@k\@?ovw@ha??`C~?XaSFEMg@haTnpJHGvT_Fah_?Xc@f]CRYuLlYuLX	Z7766624611	CC1=C(NC(=O)NC2=CC=NC3=C2CCC3)N=NN1C(C)C		0	1.8695	7	2	0
ek`^L@@DFEMBfe`K@lbbbbRTVUfbbtRVdlTLJZvNZijijZV``J`@@ !B?Xa??orH?[_}bLwP`Dy??g?~aEQTnz[@?X`q`LBfeoATnxANf]?RspJHbOw}b@C~Sk|Bb@JH@Ox	Z7655663566	CN1C=C(NC(=O)C2=CN(C)N=C2C2=CC=CN=C2)C(C(=O)N2CCOCC2)=N1		0	-0.5907	10	1	0
fewqa@LFSAAPADPcIICEEIhdliiEBsSlaKEJuTuMUMUUM@@@ !BYQ|ZXA|ZXFV]\@~]im~DUBnDpJXOgUMgXFU`YQi`Ff@lY?y?aES@ilD@o{[pwXsXXFT	PV-007056612920	CC1=CC=C(S(=O)(=O)N2CCC23CC(C)(C)OC(C)(C)C3)C2=NSN=C12		0	3.4798	6	0	0
fewHb@MYkLd`RFQQQQJYGJIKJIIbiFSd\xHJbjjj@@h@@ !B@OxBb@Jw?X`@?`C~?[\Bb@JH@k_}mpC~_?y??iX?[rhGbp^K[rhGbv|jec|Gbp^Kec|	Z5497746904	FC1=C(CNCC2CCN(C3=CC=NC=N3)CC2)C=CC2=C1OCCO2		0	2.0748	6	1	0
fj}Q`@DA@IvQQIQIIHqKJTXhpXmRDDTuUB@@ !B?X`BbG?~?Xc}bG?~@ha??ovH?Xc}mpJH@hcMtHANaERfpMCRtMKMt@	Z4863064862	COC1=CC(=O)NC2=CC(C3=CC(C(C)C)=NO3)=CC=C12		0	2.3943	5	1	0
fnsaB`MMAHBdIR@YBLadTTRTUTRTTJSNN}UlAAUUUUTT@@ !BShAgKMCRShCOsTz@tMKOs]KOtMKPthc}ilBDUHANKF]|MovH@OxBb@JH@Ox	Z7324643996	FC1=CC(CN2CC(F)(F)C3(CCOCC3)C2)=CC=C1C(F)F		0	3.1808	2	0	0
fncaP@J@P{v\bbRTTbRarRLlEIVjjjjjjj`@@ !BOyYUDHlGmGbKA{QxJf|?e`^t^Hnt^HlGbp_}m?vHOyY??g?~Ozg}b@^tAxl	Z4458976176	CC1(C)COC(C(C)(C)COC(=O)CN2CCC(O)CC2)OC1		0	1.5219	6	1	0
fasP``A^xhDaFP[H]dDfYY_Ue]ydle``XjhHBh@@@ !B@k\@?ovw@h`BmpJw?X`@?ovw?[\BbG?~@ha??`C~?Xa??`JH@hc}bOvH?XbH@`	Z7714328965	O=C(NCC1=CC(C(F)F)=CC=N1)C1=CC=C(OCCF)C=C1F		0	2.4788	4	1	0
fj}`p@L`HIQhyEEDdbeMHhTpW`yJuKUSUSUH@@ !B@k_}mpC~_?xBmpJw?[\@?`C~@OxBm?vw@OzVPAAUec?kIKCbpoBI`@	Z4537910695	COC1=COC(COC(=O)C2(C3=CC=NO3)CC2)=CC1=O		0	-0.1708	7	0	0
fbeHb@LDiiw`AFRJKYRHqPjSEJYjjijj@@ !BTqa`FbpX_?{~@Gvw_[^H_[\B_[^H?_y?bOrH_[]}?g}??`C~?g|	Z4493896498	CN(CC(C)(C)CNC1=NN=CS1)C(=O)OC(C)(C)C		0	2.4412	6	1	0
ffcQP@CI@cd\iMrmkkLrsfcIrtuUUTsUT@@ !BJxS_fQi`Tqa`FbpX?`ATaM~fYVAeXM~fYVAeXA|ZKAagT?x@Tq`@?l?R	Z7592919931	COC1=NOC(C)=C1CN1CCC2(C=C(C(=O)O)CO2)CC1		0	-0.6834	7	1	0
fmgHP@LZJtBHsrJIQKQIJKRjIKJp^cZjhHJF`@h@@@ !B@h`@?ovH@k\BbG?~@k\Bb@C~?[\Bb@Jw@k_}b@C~?[]??`JH@h`@?ovH@h`BbOvH@hc}b@	Z4351028604	COC1=CC=C(CC(=O)N(C)CCN(C)C(=O)OCC2=CC=CC=C2)N=N1		0	1.2464	8	0	0
fakPb@IYET@QdbbRTQbVdUbTxhsjmhHFJjjZXh@@ !B@h`Bm?vH@OxBmpJH@hc}mpC~@OzdfzRd@hbdi@JHbOvw@jR[PM[IOzHO\ItOgP	Z3713832428	CC1=CON=C1C1CN(C(=O)CSC2=CC=C(C(C)(C)C)C=C2)C1		0	4.1612	4	0	0
fncx`@DTe[tT`MdTRRrTTJbTveFQRuUUSTmUT@@ !B_?{}bOvw_?y??ovw?[_}m?vw@k]??`C~?[\Bmx@qs\~fwxPkwydqo{}N`CD	PV-009901126031	CC1=C(NC(=O)N(C)CCN2CCNC(=O)C2)N=NN1C(C)C		0	-0.4815	9	2	0
fluQ@@MIAdbbbQrTVdMFBexMAPEUUTP@@ !B?[\@?g?~@k\PJiY@?[_}mpJw?[_}mpJw_?xBmwbKDBhGbp^K	Z5057774982	CN(CC1=CC=C(OC2CC2)C=C1)CC1(CN)CC1		0	1.4736	3	1	0
fmwPS@@sykwPRBICDadTabbRfvfTTRbTcZlv]TDEEMA@qD@@@ !B_?{~@Oy?_?y}bGvw@ha??g?~_Xa}bGvw_?y??gvH_[]??gvw_X`Bmw?~_?x@?gvw_Xa}b@	PV-009992633869	CC(=O)C1=CN=C(C)C=C1NC(=O)C1=CC=C(C(F)(F)F)C2=C1OCCO2		0	2.9024	6	1	0
fi{Q`@DYAJNQQJJJIIJzZJIZ|Zu^mPUATSSUD`@@ !B@h`@?ovH@k]??`JHFa|XKOvw?Xc}b@C~FEM??`JH_?{}bOvwosGRsyg_JxR{J|?M	Z5394343471	CC1=CC=C(C(=O)COC2=CC=CC=C2C(=O)NC2CCCC2)N1C		0	2.5092	5	1	0
fbuPb@FRDD@PeONwNsNcB\uUSUPPD@@@ !B?Xbw?[_}?Xbw?_vH@h`@?ovH@ha??`JH@h`@?ovH@k\Bb@JH?X`	Z3684318959	CN(CCC1=CC=CC=C1O)C(=O)NCC1(C)CSC1		0	1.7934	4	2	0
figXB@BTYkpPXbSLksnrwZtXJT\}GMRuUSU@AJ@@@ !B@OxlFBqgf\A`YV@ZaERDUFAef\A`YYg@aERDUCF@pIgPtmKO@hb@LUMgtl?RsuMg	PV-008446035493	CCC1=NC2=C(Br)C=NN2C(NCC2=NC=CN2C2=CC=CC=C2)=C1		0	2.0296	6	1	0
fasp``BBuaP@bl`vP{HYHhbdeLhhdbiBTbffZihBAjh@@ !Bb@J{UMCMf\CRtGvH_Xa}b@JH@Oy}b@JH_X`@?`JH_?xBb@C~_Xa??g?~?`C~_p	PV-010091136792	O=C(NCCC1=CSC(=O)N1)NC1=CC=CC=C1C=CC(F)(F)F		0	3.2687	5	3	0
fj}QQ@LN``J\`BNAFRRFJJQIPhrrLhugKUSUUTuR@@ !BTv^BBAaSYrq`Foy?GvW~@Gf[iIo~@F@qTq`_Fa`l?`C~_sF@tLtXK@	Z4930133514	COC(=O)C1=C(S(=O)(=O)N2CC3(C)CC2(CO)C3)SC=N1		0	0.135	7	1	0
fakqb@AFRkPPXfQQIQIQP{SQQJcIFJv@BijiijaP@@ !Bnrl_Fj[_nrn{Jz[_Gqk~_uMgf\B{Jq}eFEL_FaaStMHqoxPkm?wMs|Bfim|Bmp	PV-006798776351	COC(=O)C1=CC(Br)=CC2=C1C=NN2CC(=O)C1=CC=C(C)N1C		0	1.7938	6	0	0
ek`TJ@@JM@DEIelbbTRRbaRTVRblRdLBrjFvNZ``Xjjjjjbh@@ !B@OxBb@Jw?Xc}mpC~?X`BmpJw@ha??`C~?[_}b@Jw@k\Gbze@?[]oJf|jDEViOze@QZ@WXw?^qxp	PV-007956944477	CC1(C)CCC2=NC(C(=O)OCC(=O)NC3CCC4(CC3)OCCO4)=CC=C2C1		0	2.2301	7	1	0
fegHP@DXYpElerJIJIIQQJHqQGJ\foYmTD@QDLUPP@@ !B_?{}m?vH@k\Bb@C~?[\Bb@Jw@k_}b@C~@O{}m?vw@ha??`JH@k]??`C~?Xc}bOvw_?x	PV-010038390305	COC(=O)C1=CC(O)=NC(NC(=O)NCC2=CC=CC3=C2CCCC3)=N1		0	2.4462	8	3	0
fnsPQ@G^IfkPXbhcHhhdheThddmFByJJXHHjYjVXX@@ !BGvV{UIg_?`@_YQ}eGqjYwuLXf]}eXM~fYVC_ieRDYVAeXERDUHQeXM~fUHP	PV-008870059796	O=C(O)C1=CN=C(C=CC2=CC3=CC(Cl)=CC(Br)=C3O2)NC1=O		0	1.835	6	2	0
fnsQ@`LBt@HKHUdFrFRJKIIZZQEIRXhxO`tsUSUUUUP@@ !BFBpZGqaS?`@@?ox@KF_~@BqgmpJw?_x@fzRdi@ZdiJS~@Ox@?`C~@@C~_?x	Z5081100284	CCC1=CSC(CCNC(=O)C23CC(CCC(F)(F)F)(C2)C3)=N1		0	3.4967	3	1	0
fmwPr@LY`bVkS@DYIHYlidihhddmdsd\uzmUSTtaAEU@@@ !BNOMG}OMG}CaNo{|qosENot`CYuMgT|?RLXAgT?y?Gqh_YXPkTv^Ywyg__?zDJw?~_?{}b@	Z5215483868	COCCN1C=C(C(=O)OCC(=O)C2CN(S(C)(=O)=O)C2)C2=CC=CC=C21		0	0.5338	8	0	0
fjmy@@DR]ENR`rJIRIPrJISip\eZjjZjiY`@@ !BxFiTnqi`YQ|ZXA|ZXFUeGuLXXAieGvAeGqhlFG?~?`@lYq}eTv_~_p	PV-009880268066	CN1N=CC=C1C(C)(C)C(=O)NCC(C)(C)C1=NNN=N1		0	0.2187	8	2	0
fcoIc@JRMWRQ`dDRFICHiCEDcLhdiehhmrT\kwUSUM@DUSTd@@ !Bs}I|RLwOs}JYpK_}otyTaKmT?X`BbG?~?Xa??`JH?Xc}bG?~@hc}m?vH@ha??`C~?Xc}bG?~	Z4150371103	COC1=CC(NC(=O)C2=NC=C(C(F)(F)F)N2C)=CC=C1N1CCCCC1=O		0	2.0887	7	1	0
fkhb@KQGMYb`dLbbbQTbebrbabbQYspU{`HJijjf@`b@@@ !BiIl`^`U_iImzHJR[AU~dfzR[iJR[fxBvAU|Bm{_}m?tBm?vw@Oy??`Jw?[\@?`Jw_?xBmpC~@k\	PV-007372133650	CC1=NC=C(C(=O)N(C)C2CN(C(=O)C(C)(C)C3=CC=C(F)C(C)=C3)C2)C(N)=N1		0	2.292	7	1	0
fakH``DXYjs`QA@`pQvPrJIYQIYREJIKDhkUVsSUUKT@EP@@ !BtMJH?Z[@aER@S`JH@O{}b@JH@hc}b@JHI|qPcPJH@h`Bb@C~?X`Bb@JH?X`Bb@	Z5401290563	O=S(=O)(CCC1=CC=C(F)C=C1)N1CCN(C2=NC(Cl)=NS2)CC1		0	3.4996	6	0	0
fjmP`@NAAIIgU[e]epQwfjjX@Jj`@@ !Bfym??oy??g}??g?~_?{}mpJw_?{}m?vH_?y??ovH_?{}m?vH?[_}b@	Z4255961461	CCN(CC)C1=CC=C(C(=O)NCCC2CC(=O)C2)C=C1		0	2.6198	4	1	0
fbmqb@DDUHLPQFQQJIJUQYQHeKNSfZZfjjjj@@ !BYuO~_q|ZGvUSYvU`YQ}??m~fUHQeXF@ZYVAeXFU`_Xc@ieRDSh@	Z6122518935	CC1=C(C(=O)NC2CC(C3OCCO3)C2)C(Cl)=NN1C		0	0.6341	6	1	0
fcHP@DJtXGd{rJJJJZJiPjQHqI\DhqVkvuTluSUUUUU@@@ !B?g~H?[_}?g~H@a|Z?g~w?Xc}Tv]eXA}ewzYeGrn{YVAeXF@ZGvUeXJ[@YVAWHvD@CzHOhfD@	Z5072419814	COC1(CC(=O)NC2=NN(C)C3=C2C(=O)N(C)C(C)=C3)CC2(CCOCC2)C1		0	1.1219	8	1	0
fnsac@CZbdFHJPeHYEEDeHyeHhkDs`\u[@PUMUMUE@@@ !B@Kjz@DP{@Kh{Q@BzQCmDQCl{NtSVKG~ENtP{NsmDQDRz_w~zQDP{QDQDQDP	PV-004590578315	O=C(O)C1(NC(=O)C(F)(F)C2=CC=CC=C2Br)CC2(CCC2)C1		0	2.5136	4	2	0
fikqb`LVKA@`AG``LaFPSHYIHUEDlimHkDejwQkTCAEUP@@@@ !Bb@Jw?_vH@k\BbOvw@Ox@?ovH@k\Bm?vH@O{}m?vH?[^H?[\B@h`@?ovH@h`BbOvH	PV-006474673597	O=C(CCSC1=CC=CC=N1)NS(=O)(=O)C1=CC=NC(C(F)(F)F)=C1		0	1.9506	6	1	0
fbmQ`@DTAHJSKLls||eNbEKTpSDTMD@@ !Bnrnfwq|ZXFUgTvU`im~DUF\l_?xlFFAeTv]`YULX?g~DUBqgTq`	PV-003398005809	CCC1=C(C)C(C(=O)NC2=CC=CC3=C2C=CO3)=NO1		0	2.8804	5	1	0
fegh`@DZjtXByEEEEDddhmThdcQ\d\vj@H@hJZdH@@ !B@k_}mpC~_?xBmpJw@hc}m?vH@k\@?`C~_?y??`Jwm?tBbOvH@Oy??bqgKAc}mv@ZXFT	Z4768635974	COC1=CC=C(N(CC(C)C)C(=O)C2=CC=C(C3=NNC=N3)N=C2)C=C1		0	2.5685	7	1	0
fcoXc@JLu{Nw]AHHdLRFQRFIIISPqZQFYK`mVKVjZ`HZjjZlH@@ !BJpQ{JpQTJpQ?LRY@sUAw?A|ZVTAYP@QTGqi`YUe@AEP_F`QTVGOB\LOHdOHfvEasVGMX\uas	PV-009213275387	CN(CC1(NC(=O)CCC#N)CC1)C(=O)C1=C2NC(C(F)(F)F)=NC2=CN=C1		0	0.7672	8	2	0
fdepb@BBlFHIAIfUv~UYsQoA`HJjjdh@@ !BUHS@fVU`UHPZGuRDYV@ZGuRD\Iv]CytOXFUSY?y?KF\XTp	Z5875588610	CC1=CC=C(F)C(CN2CC3(COC(=O)N3)C2)=N1		0	0.1808	5	1	0
fbuqb@AFCABPAFRREKQYQIQYgOAVjjh@Jh@@ !B@OzVPF|jec|Gbp^Kec}??jd??[_}mw?~@k_}m?vw@k]??`Jw_?x	Z7534357668	CCC1=NC(O)=CC(CNC2(C)CCS(=O)(=O)CC2)=N1		0	0.1652	6	2	0
ek`RDL@AC@nmD`I@jPjdLbbRfTtLVRfdLRRhXDT\|Vv`@jVjij`@b`@@ !Bm?vw@oy?m?vw?_y?Gqh_YVU`Tv]TaM~fHraWHu\cHra?XYtOHr`hWE\cHra?XZIpHr`cJJIphg@	PV-007762832226	CC1=CC=NC(C(F)(F)C(=O)NC2CN(C(=O)C3=CNC4=CC=C(F)C=C34)C2)=C1		0	2.1002	6	2	0
ffcX`@DTxjJPZRYYeVWuiSmFbejeffjVjh@@ !Bnrl_Fj[_f\A`Y[lkUHSOtj[_im?}bDz@m?v{JuMgnuS~_rqgnuQTaBn{	Z4338468025	CC1=C(C(C)(C)C)ON=C1NC(=O)C1=CN2C=NN=C2C=N1		0	1.1539	8	1	0
fakXb@NZLgIUNAHYEEDhliULeDifRUhmXHFIijZjI@@ !B?Xa??`JH?[_}bOvHtl~?LPJHnrnYwrnDwyeeGrnDJxPkaJ[@osFw@lwP?[__i`	Z5172352275	CC1=NN=C(CCC(=O)NC2=NON=C2C2=CC=CC=C2F)N1C		0	1.9989	8	1	0
fnsaa@ERbtFIrPrJJIQQqIYRYI`g^jv@bFjjjjJ@@ !B_Xa??`JH_Xa}mwvH_?xBbG?~@k\@?gvw@k\BmwvwjS}oJ`C~_[\BmpJw_[\	Z5362238671	O=C(C1=C(F)C=CC=C1Br)N1CCC(C2(O)CCOCC2)CC1		0	2.9499	4	1	0
fa{hb@JLueiG@qDfYWe~yvU`eFbeoXHHjijjeJ`@@ !B?[\Bmw?~@O{}m?vw@k]??h`B@k_}mpJw@k^@CovwbOw}mwvw?[_Rs{|qnrnYwp	Z4648087029	O=C(NC1=NC=C(Br)C(OC2CCC2)=N1)C1CC(N2C=CN=C2)C1		0	2.4524	7	1	0
ffsHb@LDUZQPAFRJJIJXzIJYHcNBCDmZZZZ`@jiH@@ !BnroMtIg_mpHBbK|qosF{JpC~?Xc}mpJH@O{}b@JH@hc}b@C~@h`Bb@C~	PV-009666262966	CC1=CN2C=C(C(=O)NC3=CC=C4CCOCC4=N3)SC2=N1		0	1.3742	6	1	0
fmwQ`@EUAKnQQZJJIZKSIIEJXH[qVmU@pTAAeU@@@ !BfzQ??ox@?`C~@G?~mpJH@mMX_[_~@Ox@_?xBmx`B_[]}bOx@_?y??ox@_Xa??gvwmpJH_P	PV-007128524538	CC(C)OC1=CC=C(N(C)C(=O)C2(C3=CC=C(C#N)C=C3)CC(=O)C2)C=C1		0	3.3427	5	0	0
ffcpP@DVRCpXiLsNlwJPRgIruSTtsTuT@@ !Bnrl_Fj[_Cyv]\KlkXFV]\J[_im~]\@~]Tv]`YS~VWB`OgRqg?g~]\FT_	Z4295673932	COC(=O)C1(CO)CN(C(=O)C2=CC3=NN(C)C=C3C=C2)C1		0	0.0188	7	1	0
fmwia@LLeY\DF@D]dLddJbRJfbRbdTSXJRikVjZijhJhBP@@ !BOLbP}Yg_nuP_YQ}e?`B{UELXGqieXERDwzXknvU`J{meXM~fFa}`Fa}eYVAeXBn{J{lZGp	Z5602271592	CC(C)(C)CN(CC1=CC=NC=C1F)C(=O)C1=NN2CCNS(=O)(=O)C2=C1		0	1.3954	8	1	0
fasIb@LDX[UV`BLdTRRRTTLRVtKNIKSTuLEACT@@@ !BtMHqoz[@bOtqoxANaEPqopJHpIdXT|?M?X`@?cF?YrpBb@JHL[|@?aaSs|tqop	Z7778789011	COC(=O)CN(C)C(=O)CCSC1=NN(C2=CC=CC=C2)C(C)=N1		0	1.1106	7	0	0
fncPb@FVTXDadTRTrTTlVbRuNEk@DTsUUUD@@ !B?[\Bmw?~?[_}mpJw_?x@?ovw@h`BmpJw_?{}m?vH?[\GmJd?[uUoUZd??[\	PV-002154345563	CC(=O)NC1=CC(F)=CC=C1C(=O)N(C)CC1CCC(C)CC1		0	3.1891	4	1	0
fmoy@@DLxyIQ`rJZJIJEIKJJIJXTg^[Ohv`HJjjfiZI`@@ !B{QSlZG}nxq]mlG}nDh}?[fvp\t\@?l[_CD^p[]g_?g?~_xc}m?u`Foy??g|lYvAem?t@?`	Z2311806307	CC1=NN2C(CN3CCCN(C4=NC=CC=C4C(N)=O)CC3)=CC=CC2=N1		0	0.2646	8	1	0
ff}XC@JR\DmPRBICDadTaTVTRVTRRl{IZjjjj`@h@@ !B@hbH?[\B@h`Bb@C~?X`@?`C~@k\Bb@C~@OxBb@C~@k\Bb@C~@OxBb@JH	Z5437021702	CN(CCN1CCN(C2=CC(N)=NC=N2)CC1)CC(F)(F)F		0	0.4907	6	1	0
ffcPb@LE``@QddaftRVTRTrtZJRuVj`@`@iB@@ !Bwyg@ij[_f\B{JvAenrl_Fj[_nrn{Jz[_nrnfwq|Znrn{Jq|Z?g}SYq}e	PV-007494472423	CN(CC1=CC=C(C2=CC=C3NC=CC3=C2)C=C1)S(C)(=O)=O		0	2.7445	4	1	0
ff}Hc@LTEJB@AEiAtaddebTVrdLRTDkIUh@bj`@`@@ !B?`C~_pC~_?{}bOvw_?y??`Jw?[_}m?vwmpJH?_vw_?xBm?vw?[\Bmw?~	PV-007029470340	CC1=CC=CC(C(F)(F)CNC2=NC=CN=C2S(N)(=O)=O)=C1		0	0.8586	6	2	0
fjmac@MDSdDQJPbDILrk{OOSAV]AAEUURq@@@ !B@k_}mpC~_?xBmpJw?[\@?`C~@k\Bmr@EAU|EWr@EAU|`AWh`AU|`AP	Z3809446879	COC1=CC(CN2CC(C)(CS(C)(=O)=O)C2)=C(F)C=C1Cl		0	1.6456	4	0	0
foAp@`J\\CDHDLdMAFQQQQHzI\eYtDQEMB@@ !B@k\@?ovw@h`Bmw?~@k_}bOvw?Xb?SmKPf\B{U@	PV-002985053752	FC1=NC=NC(SCC2=CN=CS2)=C1Br		0	2.1921	3	0	0
fmoIB@BBkvpICHhdliDmCDeeDejLTYNQs`@jjX@H@H`@@ !B?`Bw@h`B?`C~@H`B?`A??ox@@Oy}b@C~Vgq??gvH_[]??g?~_[]??gvH_[]??g?~_[]??`	PV-006934185565	CC1=CC=C(C2=CC=C(C(=O)NC3(C4=CC=C(F)C=N4)CCC3)C=C2)N=N1		0	3.0264	5	1	0
fegPP@DQAYs\bfbRrdTjTRbaWAZLWkP@UST@TTP@@ !BDEVVOwbtjT@PUWbt^KPPUWbt?Xaxbq@jCxxBbOvH?Xa??`JH?Xc}b@C~_?xBbOvw?X`	Z4348776856	COC1=NC(COC(=O)C2(C3=CC=C(C(N)=O)C=C3)CC2)=C(C)C=C1C		0	2.2217	6	1	0
fmgQb`MITDhIAD`ZPgHKdDfm^Y{{VzYgG^jjjZjjfjj`@@ !B[uViPG?~@k_}m?vw@k]oUYX?UuriOy[c[N_gD~\S[N_gD~\SKg}`Y^\SD~cgDvsgD~bCQP	PV-009761625592	CC(C)(C(=O)NCC1(O)CN(C(=O)C2(CF)CCC(F)(F)CC2)C1)C(F)F		0	1.4952	5	2	0
fkHR@JJRldbcAHYEEEeihdiEUMEEhsgdkwA@SUUULDAD@@@ !Bv\ADeA}ZXBWYpMg@Guh_Vcnkv\@xCM?F?`AmlD\LpMdRlAJp\sbJdK}I\sbukxjPotf?R[Vo\s`	PV-009313940106	CC1=CN=CC(C(=O)N2CCN(C(=O)C3=CN=C(O)C(F)=C3)CC(C)(C)C2)=C1O		0	1.9895	8	2	0
figHP@DLxhDRmrJJJIIQPiQKJEV`esuhvjZj`jBhfH@@ !B?[\Bmw?~@O{}muMgTq`@?ovwGqh_YZ[@@h`Bm{mTnuS}b@C~@Ozfp@JH@h`BmpC~	Z4288227540	CCN(CC1=CC=CC2=C1OCCO2)C(=O)C1=NN=C2COCCN21		0	0.8575	8	0	0
